ds,yhat
2026-01-01,71.48667146724436
2026-01-02,81.57936190245051
2026-01-03,121.24837258287592
2026-01-04,106.60530044208508
2026-01-05,69.93456955393609
2026-01-06,75.19950614579867
2026-01-07,89.12472383665751
2026-01-08,67.5335479446324
2026-01-09,86.92212918793922
2026-01-10,122.47711642132447
2026-01-11,118.86227304024546
2026-01-12,65.6876432931111
2026-01-13,69.16176071690222
2026-01-14,84.90065714919592
