ds,yhat
2026-01-01,2.1558644473464152
2026-01-02,2.404816613385793
2026-01-03,3.4600549016148534
2026-01-04,3.38467217085958
2026-01-05,2.1879386243055756
2026-01-06,2.22581492451431
2026-01-07,2.6442178596159303
2026-01-08,2.0572957181357028
2026-01-09,2.543185481567444
2026-01-10,3.9438823071373577
2026-01-11,3.4014800798948452
2026-01-12,1.7650714238805758
2026-01-13,2.134940394983789
2026-01-14,2.1006808472264096
