ds,yhat
2026-01-01,5.316201830331521
2026-01-02,6.543302964608802
2026-01-03,8.629976552228744
2026-01-04,8.244106295150807
2026-01-05,5.269514762451301
2026-01-06,5.56114398026973
2026-01-07,5.822932022485501
2026-01-08,5.700260436251735
2026-01-09,6.835220538306417
2026-01-10,8.872304909218048
2026-01-11,8.370868115353483
2026-01-12,5.659414623552233
2026-01-13,5.5931946010709375
2026-01-14,4.995381205238349
