ds,yhat
2026-01-01,1.3520099735909636
2026-01-02,1.5294110585317253
2026-01-03,1.6645917853683543
2026-01-04,1.5534712824648123
2026-01-05,1.2975813902237112
2026-01-06,1.257960010620097
2026-01-07,0.9226285935174171
2026-01-08,1.6089265233850858
2026-01-09,1.6301637854651818
2026-01-10,1.4066883703950952
2026-01-11,1.6855648580528315
2026-01-12,1.229049367381272
2026-01-13,1.2175536613102267
2026-01-14,1.3169015214487256
