ds,yhat
2026-01-01,3.840109815324165
2026-01-02,6.16561325906061
2026-01-03,7.385246696194423
2026-01-04,7.300943395387873
2026-01-05,4.0874020353863685
2026-01-06,4.613407211356176
2026-01-07,4.382916570392757
2026-01-08,4.4064640479273605
2026-01-09,5.731730935727409
2026-01-10,7.996010591281153
2026-01-11,7.892489918530795
2026-01-12,4.117674745281444
2026-01-13,4.176682118996328
2026-01-14,4.3426388981510105
