ds,yhat
2026-01-01,5.105869950660724
2026-01-02,6.329814348882033
2026-01-03,9.722253233064244
2026-01-04,9.61847033463498
2026-01-05,4.493314573792517
2026-01-06,4.135982877681307
2026-01-07,4.703195300629818
2026-01-08,4.516577347951601
2026-01-09,5.900231282641967
2026-01-10,9.70963008492902
2026-01-11,9.715445674110056
2026-01-12,4.613243483159405
2026-01-13,4.460054473030023
2026-01-14,4.450621719118871
