ds,yhat
2026-01-01,48.56047821044922
2026-01-02,55.91700744628906
2026-01-03,67.1285171508789
2026-01-04,58.428184509277344
2026-01-05,43.68482208251953
2026-01-06,45.00372314453125
2026-01-07,48.7315559387207
2026-01-08,51.446285247802734
2026-01-09,56.70490264892578
2026-01-10,61.56458282470703
2026-01-11,60.65370559692383
2026-01-12,47.33637237548828
2026-01-13,44.0609016418457
2026-01-14,55.425899505615234
