iter	RMSE
235	0.7999062362
236	0.7994193696
237	0.796512248
238	0.7944082927
239	0.7938129072
240	0.7917742516
241	0.7899749882
242	0.7878358826
243	0.7860433467
244	0.7820294494
245	0.7812956279
246	0.7809062872
247	0.7783219611
248	0.7747651629
249	0.772389783
250	0.7717399431
251	0.771296311
252	0.7693658683
253	0.7688745702
254	0.7684822102
255	0.767932196
256	0.7675097611
257	0.7671504407
258	0.7627263946
259	0.7619198989
260	0.7583464384
261	0.7580088571
262	0.7562936262
263	0.7547774512
264	0.7541686355
265	0.751240971
266	0.7508498405
267	0.7483219071
268	0.744684929
269	0.7414793627
270	0.7409765688
271	0.738035363
272	0.7343244452
273	0.7317631436
274	0.7287325745
275	0.724130142
276	0.7217209944
277	0.7213655708
278	0.7208952403
279	0.7202960552
280	0.7199508942
281	0.7194188043
282	0.7171199781
283	0.7167019854
284	0.7155139399
285	0.7141974747
286	0.7126679151
287	0.7122976788
288	0.7118576983
289	0.7093599226
290	0.7074441288
291	0.7063998046
292	0.7060692962
293	0.7046755806
294	0.7010238212
295	0.7007149519
296	0.6970277498
297	0.6967046734
298	0.6941955012
299	0.6938474068
300	0.6913951627
301	0.6909394759
302	0.68783966
303	0.6865577094
304	0.6855086881
305	0.6816029917
306	0.6801059423
307	0.679720047
308	0.6789050366
309	0.678619159
310	0.6765075704
311	0.6754648021
312	0.6750789106
313	0.6748086563
314	0.6718005444
315	0.6689570346
316	0.6686745765
317	0.6682356876
318	0.6662596057
319	0.6635888089
320	0.6619385683
321	0.659640362
322	0.6591292956
323	0.6565912449
324	0.6540192643
325	0.6537677414
326	0.6513176872
327	0.6509989505
328	0.6504008512
329	0.6498304405
330	0.6485546431
331	0.6464541837
332	0.6455645369
333	0.6453029321
334	0.6440100073
335	0.6422815931
336	0.6396083233
337	0.6375513511
338	0.6371770991
339	0.6337831071
340	0.6321611717
341	0.631467393
342	0.6289053435
343	0.6254370303
344	0.6241855665
345	0.620748407
346	0.620358453
347	0.6174564148
348	0.6157269045
349	0.6153965841
350	0.6151800549
351	0.6141449364
352	0.6115455783
353	0.6107166728
354	0.6104437813
355	0.6102226605
356	0.6099244614
357	0.6097412021
358	0.6084008994
359	0.6073910199
360	0.6060996513
361	0.6028473321
362	0.6011705382
363	0.5996069893
364	0.5985163828
365	0.5977037296
366	0.594797767
367	0.5937688901
368	0.5935996871
369	0.5918181955
370	0.5889857464
371	0.5871184973
372	0.5846743143
373	0.5831694615
374	0.5802757443
375	0.5800764844
376	0.5795773336
377	0.5793234766
378	0.5775249266
379	0.5754472634
380	0.5729584171
381	0.5720332453
382	0.5716107034
383	0.5710007556
384	0.5706313764
385	0.5704353276
386	0.5701415484
387	0.5699441524
388	0.5696179624
389	0.5672633913
390	0.5664480466
391	0.5638356057
392	0.5636431839
393	0.5626175558
394	0.5603353126
395	0.5598012531
396	0.5595374476
397	0.5576097261
398	0.5574227375
399	0.5554661941
400	0.5519614526
401	0.5518145982
402	0.5507644541
403	0.5490147626
404	0.5483666675
405	0.545854006
406	0.5446243248
407	0.542998632
408	0.5427741056
409	0.5425989047
410	0.5406293123
411	0.5392224843
412	0.5386163467
413	0.5371734576
414	0.5349061184
415	0.532525728
416	0.5323586879
417	0.5310068028
418	0.5307957989
419	0.5305898751
420	0.5291894077
421	0.5283477683
422	0.527255828
423	0.5254558117
424	0.5253040814
425	0.5249594841
426	0.5222722741
427	0.5199953345
428	0.5198338203
429	0.5177413373
430	0.5175135848
431	0.5161920041
432	0.5144636342
433	0.5113844703
434	0.5107123182
435	0.5105443666
436	0.5083643513
437	0.5075440991
438	0.5056698819
439	0.5029573792
440	0.5004698725
441	0.5002998746
442	0.5001058958
443	0.4995795351
444	0.4983572674
445	0.4953527802
446	0.4930352575
447	0.4908397188
448	0.4891304775
449	0.4889899032
450	0.4883872522
451	0.4877914705
452	0.4862530464
453	0.4852943244
454	0.4845399625
455	0.4817137633
456	0.48101168
457	0.4808641784
458	0.4796207674
459	0.4775733827
460	0.4773402333
461	0.4748284168
462	0.4727539197
463	0.4719845171
464	0.4700998937
465	0.4687657809
466	0.4674340498
467	0.4663411771
468	0.4638731019
469	0.4637029244
470	0.4634435821
471	0.4633261683
472	0.4611928151
473	0.4600937627
474	0.45994476
475	0.4583194248
476	0.4576740359
477	0.4563651194
478	0.4562182513
479	0.4560467629
480	0.4558906163
481	0.4539297191
482	0.4534608447
483	0.4521022655
484	0.451591579
485	0.4491584054
486	0.4474808735
487	0.446725969
488	0.4465457396
489	0.4453019133
490	0.4447638633
491	0.4423103176
492	0.4413676308
493	0.4405215595
494	0.4400617688
495	0.4380698562
496	0.436728655
497	0.4350179269
498	0.4342026036
499	0.4321347171
500	0.4305460724
501	0.4298773153
502	0.4296019944
503	0.4281434887
504	0.4270610052
505	0.4256952305
506	0.4251573785
507	0.4236439446
508	0.423159832
509	0.4220545028
510	0.4219339107
511	0.4216897612
512	0.4201712805
513	0.4183735988
514	0.4181733935
515	0.4170606991
516	0.4156579031
517	0.4142150572
518	0.4129504362
519	0.4122937256
520	0.4108820828
521	0.4097101599
522	0.4092490615
523	0.4079484566
524	0.406998989
525	0.4056419071
526	0.4037906062
527	0.4023932239
528	0.4005666685
529	0.4001476095
530	0.3987927521
531	0.3969557992
532	0.3957703877
533	0.3956528714
534	0.3943244649
535	0.3939409309
536	0.3934069823
537	0.3919792561
538	0.390956208
539	0.3908253316
540	0.3895620921
541	0.3890765225
542	0.387856062
543	0.387761229
544	0.3876455511
545	0.3867620653
546	0.3858395773
547	0.3854225418
548	0.3851376236
549	0.385027758
550	0.3849102373
551	0.3831864261
552	0.3814742078
553	0.380454968
554	0.3785284901
555	0.3767997316
556	0.3764480136
557	0.3748087767
558	0.3735078919
559	0.3731186787
560	0.3719684526
561	0.3700888264
562	0.3696067011
563	0.3686160075
564	0.366622918
565	0.3657140106
566	0.3641094527
567	0.3633953163
568	0.3619719604
569	0.3609870522
570	0.3608368864
571	0.3607332726
572	0.3605997016
573	0.3594700403
574	0.3590635595
575	0.357510475
576	0.3560950397
577	0.3544396944
578	0.3535137781
579	0.3531188597
580	0.3526942371
581	0.3521902152
582	0.3515024412
583	0.3503586687
584	0.3499415794
585	0.3489091801
586	0.3487790376
587	0.3470202768
588	0.346835482
589	0.3459841264
590	0.3446907168
591	0.3443554856
592	0.3430427941
593	0.3429553985
594	0.3425613373
595	0.3414106762
596	0.340339808
597	0.3393899345
598	0.3375484677
599	0.3373466089
600	0.3361308725
601	0.3360073678
602	0.3339075643
603	0.3330022379
604	0.3327538337
605	0.3313880078
606	0.3298704927
607	0.3290239394
608	0.3280911833
609	0.3268556476
610	0.3261902514
611	0.3245144795
612	0.3233562529
613	0.3218936743
614	0.3214082119
615	0.320163303
616	0.319294947
617	0.3191071814
618	0.3174029427
619	0.3168797616
620	0.315995098
621	0.3158834849
622	0.3157818647
623	0.3156751419
624	0.3149404904
625	0.314834579
626	0.3147314288
627	0.3137546972
628	0.3126458613
629	0.3115523198
630	0.3111082926
631	0.3103047634
632	0.3101836483
633	0.3100819364
634	0.3099919845
635	0.3088470233
636	0.3081807824
637	0.3080825125
638	0.3068479307
639	0.3059029298
640	0.3046350498
641	0.3035383926
642	0.3032907945
643	0.3028493088
644	0.3020698457
645	0.3006599995
646	0.3005815609
647	0.3004841644
648	0.2991171713
649	0.2989845774
650	0.2987631969
651	0.2977807498
652	0.2969719802
653	0.2968219902
654	0.2967388957
655	0.2962021827
656	0.2960655135
657	0.2956488732
658	0.2949647848
659	0.2947357061
660	0.2936159431
661	0.2927269843
662	0.2918632851
663	0.2908447753
664	0.2903902658
665	0.2900651102
666	0.2897284982
667	0.2888751278
668	0.2883353825
669	0.287548493
670	0.2863727083
671	0.2848077141
672	0.2838798968
673	0.2826161144
674	0.2819319385
675	0.2811057883
676	0.2810264196
677	0.2801811704
678	0.2793282461
679	0.2785694061
680	0.2775868194
681	0.2760937303
682	0.2754228583
683	0.2744848387
684	0.2732525569
685	0.2719623584
686	0.2715441865
687	0.2707407979
688	0.2703399798
689	0.2694720936
690	0.2681986788
691	0.2681156571
692	0.2668972769
693	0.2666493769
694	0.2663616766
695	0.2659949202
696	0.2657890404
697	0.2643906985
698	0.264169531
699	0.2630483492
700	0.2625912153
701	0.2625379685
702	0.2624591867
703	0.2618801899
704	0.2605081192
705	0.2597402689
706	0.2594600232
707	0.2591673448
708	0.2586019581
709	0.2579643
710	0.257299015
711	0.2572229156
712	0.2564294597
713	0.255610406
714	0.254893298
715	0.2542947178
716	0.2535123356
717	0.2525605034
718	0.2518771813
719	0.251374773
720	0.2509016768
721	0.2508324974
722	0.2500202892
723	0.2492556917
724	0.2485080096
725	0.2484454925
726	0.2483799893
727	0.247769307
728	0.2467141908
729	0.2464487204
730	0.2462957229
731	0.2456257964
732	0.2451610143
733	0.2449380703
734	0.2446104212
735	0.2439540159
736	0.2438851161
737	0.2435420246
738	0.243288182
739	0.2423951316
740	0.2414911145
741	0.2408921394
742	0.2398296529
743	0.239752723
744	0.2392882074
745	0.2388754923
746	0.238443754
747	0.2380270828
748	0.2378785077
749	0.2376200726
750	0.2363224889
751	0.2361464729
752	0.2359953022
753	0.2352486009
754	0.2347752493
755	0.2342729853
756	0.2332262635
757	0.2330693109
758	0.2324592012
759	0.2314809625
760	0.2304357322
761	0.2302487713
762	0.2297322154
763	0.2292161623
764	0.2285831495
765	0.2275086592
766	0.2274458476
767	0.2269791881
768	0.2269192731
769	0.2263519467
770	0.2252989364
771	0.2247070085
772	0.2239913502
773	0.2232864172
774	0.2225661764
775	0.2218076241
776	0.2209114526
777	0.2207731066
778	0.2202555422
779	0.2201745215
780	0.2195820636
781	0.2185875007
782	0.2185241839
783	0.217829316
784	0.2168488705
785	0.2164326324
786	0.2163685348
787	0.2156320362
788	0.2152557315
789	0.2142477597
790	0.2134536637
791	0.2133896668
792	0.2131362759
793	0.2125561185
794	0.2118377052
795	0.2112338594
796	0.2111757461
797	0.2104468329
798	0.2099099726
799	0.2091217908
800	0.208482767
801	0.2084240816
802	0.208350598
803	0.2078207446
804	0.2073678254
805	0.2066892851
806	0.2058889279
807	0.2051994502
808	0.2046831362
809	0.2042032801
810	0.2041149418
811	0.2040177185
812	0.2039600127
813	0.2039032827
814	0.2035064476
815	0.2027030005
816	0.2019075093
817	0.2012630093
818	0.2005081156
819	0.1994980378
820	0.1992299511
821	0.1990171856
822	0.1980058209
823	0.1977336614
824	0.1973591422
825	0.1973124776
826	0.1972673256
827	0.1968744295
828	0.1966316244
829	0.1961370824
830	0.1954395184
831	0.194692784
832	0.1942067471
833	0.1937079052
834	0.193514668
835	0.193111837
836	0.1928814537
837	0.1928060894
838	0.192114846
839	0.1920653965
840	0.191722706
841	0.1912017439
842	0.1911499794
843	0.190372394
844	0.1901281142
845	0.1900480497
846	0.189962229
847	0.189915054
848	0.1895195321
849	0.1890639021
850	0.1885900492
851	0.1879884213
852	0.1875534009
853	0.1869878385
854	0.1861298238
855	0.1860981848
856	0.1852568811
857	0.1844393361
858	0.1842283636
859	0.18403364
860	0.1834245039
861	0.1830247379
862	0.1824945673
863	0.1817157989
864	0.1812008517
865	0.1806832069
866	0.1802420493
867	0.179904385
868	0.1797404138
869	0.1796858194
870	0.1795263598
871	0.1789251296
872	0.178218366
873	0.1775020869
874	0.1774628272
875	0.1769112204
876	0.1760481626
877	0.1756777253
878	0.1756250802
879	0.1751240438
880	0.1747356079
881	0.1743169416
882	0.1738200041
883	0.1730363401
884	0.1723733452
885	0.1721541815
886	0.1716527477
887	0.171078912
888	0.1704908461
889	0.1704164144
890	0.1703857042
891	0.1703355817
892	0.1701565722
893	0.1701023507
894	0.1698161306
895	0.1694963684
896	0.1687922688
897	0.1686420265
898	0.1685847064
899	0.1684606998
900	0.1679015109
901	0.1673299145
902	0.1672864176
903	0.1671667426
904	0.1666620296
905	0.1666202085
906	0.166581736
907	0.166436852
908	0.1660404522
909	0.1659822684
910	0.1651902972
911	0.1647587145
912	0.1646776014
913	0.1641990384
914	0.1637601585
915	0.1629786235
916	0.1621611646
917	0.1619647852
918	0.1616625697
919	0.161605836
920	0.1608684261
921	0.1603190052
922	0.1596682459
923	0.1589133472
924	0.158199002
925	0.1577219421
926	0.1573919057
927	0.1569904947
928	0.1569161592
929	0.1568694214
930	0.1563885646
931	0.1557042492
932	0.1554999019
933	0.1548897711
934	0.1548600869
935	0.1545064921
936	0.1538979572
937	0.1538379199
938	0.153799959
939	0.1536424363
940	0.1530725577
941	0.1525887077
942	0.1521047689
943	0.151786543
944	0.151264414
945	0.1511896036
946	0.1506269324
947	0.1500980754
948	0.1495777599
949	0.149026845
950	0.1487833101
951	0.1487563468
952	0.1485945693
953	0.1478020262
954	0.1473455591
955	0.1472136588
956	0.1468860898
957	0.1468575443
958	0.1468218932
959	0.1462797292
960	0.146073662
961	0.1460104003
962	0.1456255909
963	0.1452901228
964	0.1448072758
965	0.144761398
966	0.1443982397
967	0.144285456
968	0.1437702201
969	0.143723643
970	0.1436087569
971	0.1432166031
972	0.143151991
973	0.1429593476
974	0.1425986085
975	0.1425435304
976	0.1425131498
977	0.1420804511
978	0.141770326
979	0.1413514972
980	0.1413278338
981	0.1406164043
982	0.1401048609
983	0.1397336061
984	0.1396984949
985	0.139583606
986	0.1395405535
987	0.1392021542
988	0.1389041456
989	0.1387951205
990	0.1384453295
991	0.1378331325
992	0.1374307445
993	0.1372797759
994	0.136809237
995	0.1362578663
996	0.1360650914
997	0.1355658266
998	0.135445488
999	0.1347864426
	1.982946688e-06
881	1.955818469e-06
882	1.95124988e-06
883	1.945959733e-06
884	1.918657052e-06
885	1.907565106e-06
886	1.899888831e-06
887	1.898084811e-06
888	1.862585566e-06
889	1.819391806e-06
890	1.812380359e-06
891	1.772923888e-06
892	1.737443465e-06
893	1.700279009e-06
894	1.670241205e-06
895	1.664320561e-06
896	1.634118466e-06
897	1.610246304e-06
898	1.599521488e-06
899	1.594810575e-06
900	1.561177146e-06
901	1.559599162e-06
902	1.527931006e-06
903	1.490005737e-06
904	1.482523414e-06
905	1.446165775e-06
906	1.444949296e-06
907	1.420790276e-06
908	1.416512529e-06
909	1.385536354e-06
910	1.383225121e-06
911	1.352622796e-06
912	1.350893277e-06
913	1.322566862e-06
914	1.303185213e-06
915	1.3010398e-06
916	1.299087885e-06
917	1.284430983e-06
918	1.261169466e-06
919	1.242760463e-06
920	1.217623727e-06
921	1.186422665e-06
922	1.166385941e-06
923	1.14210983e-06
924	1.119156292e-06
925	1.094204976e-06
926	1.086404679e-06
927	1.059914431e-06
928	1.044618139e-06
929	1.019924029e-06
930	1.002409907e-06
931	9.720032324e-07
932	9.652730767e-07
933	9.513212366e-07
934	9.377552376e-07
935	9.344419534e-07
936	9.091034296e-07
937	8.951101877e-07
938	8.737358729e-07
939	8.710637047e-07
940	8.679446962e-07
941	8.49207992e-07
942	8.280031038e-07
943	8.175105988e-07
944	8.076402895e-07
945	8.033701369e-07
946	8.014833269e-07
947	7.878217061e-07
948	7.81076036e-07
949	7.614710466e-07
950	7.508038305e-07
951	7.282492838e-07
952	7.137705732e-07
953	6.963587549e-07
954	6.94431335e-07
955	6.783458657e-07
956	6.763034271e-07
957	6.720521261e-07
958	6.589302509e-07
959	6.56863909e-07
960	6.419600285e-07
961	6.38218413e-07
962	6.278410855e-07
963	6.260609123e-07
964	6.154819259e-07
965	6.093864998e-07
966	6.078501255e-07
967	5.898368291e-07
968	5.881399861e-07
969	5.81247845e-07
970	5.803166036e-07
971	5.698582373e-07
972	5.692792376e-07
973	5.657228216e-07
974	5.546131222e-07
975	5.490426543e-07
976	5.470634415e-07
977	5.440703588e-07
978	5.372514531e-07
979	5.216169124e-07
980	5.177141461e-07
981	5.129937248e-07
982	5.016699455e-07
983	4.918576476e-07
984	4.907243446e-07
985	4.895204211e-07
986	4.784094713e-07
987	4.688818423e-07
988	4.681684632e-07
989	4.643022774e-07
990	4.584129935e-07
991	4.577703564e-07
992	4.52006319e-07
993	4.434339739e-07
994	4.369086505e-07
995	4.361595812e-07
996	4.356521104e-07
997	4.291798055e-07
998	4.229743606e-07
999	4.140458234e-07
463e-13
981	8.990056063e-13
982	8.63230067e-13
983	8.493806221e-13
984	8.295017393e-13
985	8.079164756e-13
986	7.827741482e-13
987	7.571459024e-13
988	7.414350104e-13
989	7.219421335e-13
990	6.92663559e-13
991	6.678066282e-13
992	6.490950457e-13
993	6.31946011e-13
994	6.131162284e-13
995	5.862870147e-13
996	5.735877883e-13
997	5.554022291e-13
998	5.382021449e-13
999	5.214978933e-13
